device_id,customer_id,device_type,brand,model,serial_number,purchase_date,warranty_expiry,device_status
DEV01637,CUST00473,5G Router,Airtel,R853,SN49156037,2022-08-31,2028-04-30,In Stock
DEV01638,CUST01986,Set Top Box,Cisco,N746,SN80133241,2022-05-27,2027-05-22,In Use
DEV01639,CUST01212,Fiber ONT,Jio,A360,SN23975033,2023-04-17,2029-03-10,In Stock
DEV01640,CUST04933,4G Dongle,Huawei,X219,SN91534297,2026-04-13,2026-09-16,In Use
DEV01641,CUST03149,Set Top Box,Nokia,A997,SN49712781,2022-05-25,2028-07-10,Returned
DEV01642,CUST01359,Set Top Box,TP-Link,N612,SN43811584,2023-04-14,2028-12-12,Under Repair
DEV01643,CUST03136,4G Dongle,TP-Link,R870,SN62178024,2025-05-03,2026-12-26,In Use
DEV01644,CUST00896,5G Router,Netgear,A375,SN22372449,2023-09-10,2028-07-31,In Stock
DEV01645,CUST03261,5G Router,TP-Link,X272,SN22724792,2026-03-01,2028-02-11,Returned
DEV01646,CUST00013,Router,Nokia,R637,SN99385273,2025-02-09,2026-08-10,Returned
DEV01647,CUST02363,5G Router,Airtel,A280,SN94110268,2021-09-19,2027-06-26,Faulty
DEV01648,CUST01527,5G Router,Huawei,A598,SN01626167,2022-05-13,2028-06-16,In Stock
DEV01649,CUST04118,Router,Jio,A290,SN76445607,2026-06-08,2026-09-05,In Stock
DEV01650,CUST00484,5G Router,Huawei,A365,SN61520373,2023-12-01,2029-03-23,Returned
DEV01651,CUST03611,5G Router,Nokia,A181,SN29797151,2023-04-02,2028-04-11,Faulty
DEV01652,CUST00703,Set Top Box,Nokia,N165,SN55619174,2021-11-12,2028-02-19,Faulty
DEV01653,CUST00244,4G Dongle,D-Link,R596,SN91105606,2023-08-07,2027-11-05,In Use
DEV01654,CUST00078,Router,TP-Link,X781,SN61795181,2024-07-13,2027-09-07,Under Repair
DEV01655,CUST00343,Router,D-Link,X484,SN48145171,2022-09-08,2027-12-17,Under Repair
DEV01656,CUST04261,Fiber ONT,Jio,R875,SN86411606,2021-07-22,2028-03-26,Faulty
DEV01657,CUST04952,Set Top Box,Netgear,N798,SN97427544,2022-11-03,2028-02-15,Faulty
DEV01658,CUST02583,WiFi Modem,Netgear,R487,SN14519986,2023-11-19,2027-11-15,Under Repair
DEV01659,CUST00469,Fiber ONT,Netgear,X103,SN04863066,2024-01-05,2029-05-19,Returned
DEV01660,CUST03292,5G Router,Huawei,X716,SN45407289,2025-08-02,2027-11-27,In Use
DEV01661,CUST04347,Fiber ONT,D-Link,N562,SN92314014,2024-07-08,2027-05-21,Under Repair
DEV01662,CUST03893,4G Dongle,Airtel,A103,SN30897220,2021-11-11,2026-07-09,Faulty
DEV01663,CUST00137,5G Router,Netgear,X926,SN92940608,2024-12-01,2028-04-11,Faulty
DEV01664,CUST03640,WiFi Modem,Jio,R856,SN38756480,2021-09-20,2027-04-05,Under Repair
DEV01665,CUST00667,Fiber ONT,Airtel,R774,SN78074928,2024-04-13,2027-05-04,In Use
DEV01666,CUST03153,Fiber ONT,D-Link,A990,SN06091995,2026-03-20,2029-01-08,Under Repair
DEV01667,CUST04685,5G Router,Cisco,A609,SN62358275,2022-11-09,2026-09-05,In Use
DEV01668,CUST02469,5G Router,Jio,A556,SN13790440,2021-10-09,2027-07-31,In Use
DEV01669,CUST03950,5G Router,D-Link,A316,SN91022750,2024-07-19,2027-10-13,In Stock
DEV01670,CUST00733,Router,Airtel,X264,SN23176234,2023-08-28,2029-02-09,Faulty
DEV01671,CUST03142,Fiber ONT,D-Link,N781,SN92974636,2024-07-17,2028-10-31,Returned
DEV01672,CUST01009,5G Router,Huawei,R192,SN66148707,2023-05-07,2028-07-16,Faulty
DEV01673,CUST01834,4G Dongle,Nokia,N486,SN66635754,2025-10-19,2029-01-14,Returned
DEV01674,CUST04604,Set Top Box,D-Link,A365,SN02100146,2024-05-10,2027-07-23,In Use
DEV01675,CUST02384,Router,Nokia,X448,SN41114728,2026-02-27,2028-04-10,Under Repair
DEV01676,CUST01542,5G Router,Nokia,N230,SN32337718,2025-04-25,2028-07-29,Faulty
DEV01677,CUST03115,4G Dongle,Cisco,N163,SN01721159,2024-06-06,2027-08-11,Under Repair
DEV01678,CUST04388,WiFi Modem,Airtel,R427,SN51845608,2021-12-09,2029-05-06,Faulty
DEV01679,CUST01035,4G Dongle,D-Link,X504,SN24473806,2025-12-29,2029-04-23,In Use
DEV01680,CUST04410,Set Top Box,Netgear,A935,SN48029923,2024-01-09,2026-11-12,Faulty
DEV01681,CUST01794,Set Top Box,Jio,A715,SN68269052,2024-09-04,2028-04-01,Faulty
DEV01682,CUST01195,5G Router,Cisco,N416,SN09932690,2022-01-25,2027-02-01,Under Repair
DEV01683,CUST01012,Fiber ONT,Jio,A606,SN27612875,2022-05-07,2026-08-21,Faulty
DEV01684,CUST03086,Router,Netgear,A947,SN96412315,2023-07-21,2028-11-27,In Stock
DEV01685,CUST01844,5G Router,Cisco,A977,SN42901764,2022-12-17,2028-07-25,Returned
DEV01686,CUST03210,Fiber ONT,Huawei,X661,SN05324503,2022-01-13,2027-01-23,Returned
DEV01687,CUST02765,Set Top Box,Jio,N875,SN38880129,2023-03-22,2028-08-25,Returned
DEV01688,CUST03204,Router,TP-Link,N813,SN19098753,2023-02-13,2027-10-02,In Stock
DEV01689,CUST04490,Set Top Box,Nokia,A431,SN82606967,2024-04-12,2026-08-18,Under Repair
DEV01690,CUST00444,5G Router,TP-Link,R770,SN55444475,2022-11-21,2027-05-15,In Stock
DEV01691,CUST04729,WiFi Modem,Jio,R398,SN53668477,2025-10-28,2028-08-15,In Stock
DEV01692,CUST01719,WiFi Modem,D-Link,X470,SN83637257,2025-07-26,2028-10-19,Under Repair
DEV01693,CUST00836,5G Router,Huawei,R537,SN57125822,2022-09-11,2027-08-08,In Stock
DEV01694,CUST00462,Router,Netgear,R283,SN81744703,2025-12-28,2027-05-24,In Use
DEV01695,CUST00962,4G Dongle,Netgear,R252,SN72575440,2022-10-28,2027-05-23,Returned
DEV01696,CUST02008,Router,Nokia,A506,SN84070556,2026-04-15,2027-12-19,Returned
DEV01697,CUST02480,5G Router,Huawei,R894,SN35715994,2023-01-22,2028-07-27,In Use
DEV01698,CUST03799,5G Router,Airtel,N747,SN59294944,2024-10-22,2027-10-20,Returned
DEV01699,CUST03010,Router,Nokia,X184,SN86441766,2026-04-02,2026-09-09,In Use
DEV01700,CUST04008,5G Router,D-Link,X700,SN43539329,2022-04-04,2027-05-13,Under Repair
DEV01701,CUST04691,Set Top Box,TP-Link,X913,SN79306972,2023-07-27,2029-04-14,Under Repair
DEV01702,CUST01484,Set Top Box,Jio,R405,SN68742504,2021-11-10,2029-03-07,Under Repair
DEV01703,CUST01026,Router,Netgear,X830,SN85653401,2023-11-24,2026-08-09,Under Repair
DEV01704,CUST01515,Set Top Box,Cisco,R669,SN14968086,2026-02-26,2028-02-22,Under Repair
DEV01705,CUST04343,Set Top Box,Nokia,X871,SN75418259,2024-11-05,2027-05-16,In Stock
DEV01706,CUST00962,WiFi Modem,Huawei,X668,SN00694289,2021-08-24,2029-05-04,Returned
DEV01707,CUST02575,Router,Cisco,A688,SN32692991,2025-05-08,2027-09-03,In Stock
DEV01708,CUST01321,Router,TP-Link,X186,SN68127081,2026-06-15,2026-07-31,In Use
DEV01709,CUST04147,Fiber ONT,Netgear,A533,SN36333991,2025-11-28,2027-09-12,In Use
DEV01710,CUST02035,Fiber ONT,Cisco,N774,SN57584219,2024-12-08,2029-04-09,Under Repair
DEV01711,CUST03645,WiFi Modem,Jio,N635,SN48766603,2022-12-14,2027-05-06,Faulty
DEV01712,CUST04966,4G Dongle,D-Link,X778,SN62015325,2024-02-26,2027-11-27,In Use
DEV01713,CUST01943,Router,D-Link,A406,SN54751504,2024-01-17,2029-03-26,In Stock
DEV01714,CUST01100,4G Dongle,D-Link,N384,SN53227049,2022-11-22,2029-01-26,In Stock
DEV01715,CUST03458,Router,TP-Link,N490,SN87335002,2025-11-14,2028-12-11,In Stock
DEV01716,CUST03278,Set Top Box,Nokia,N792,SN48155086,2023-12-20,2026-10-03,Returned
DEV01717,CUST01174,4G Dongle,D-Link,X744,SN79213653,2022-10-31,2029-03-12,Faulty
DEV01718,CUST01579,5G Router,Netgear,A529,SN72161844,2024-12-01,2028-12-02,In Stock
DEV01719,CUST02592,Set Top Box,Airtel,X718,SN85325749,2024-03-24,2027-11-22,In Stock
DEV01720,CUST00636,Fiber ONT,Nokia,X800,SN75635820,2021-07-20,2029-05-07,Under Repair
DEV01721,CUST03333,Router,Netgear,X471,SN55757273,2022-10-16,2027-03-04,Faulty
DEV01722,CUST02239,WiFi Modem,D-Link,N110,SN95782900,2025-11-13,2028-12-03,In Use
DEV01723,CUST03090,WiFi Modem,Airtel,X901,SN69370962,2024-04-04,2029-02-16,In Use
DEV01724,CUST01440,4G Dongle,TP-Link,R197,SN87796709,2024-06-18,2026-07-19,Under Repair
DEV01725,CUST02859,5G Router,TP-Link,N722,SN51557488,2022-10-15,2027-02-12,In Use
DEV01726,CUST00393,WiFi Modem,Netgear,R285,SN74144646,2023-02-28,2028-12-28,Faulty
DEV01727,CUST04356,4G Dongle,Airtel,R706,SN28330775,2022-03-08,2029-03-15,In Stock
DEV01728,CUST02123,Router,Huawei,A246,SN43775383,2024-01-17,2029-04-18,Returned
DEV01729,CUST04650,5G Router,TP-Link,X842,SN34234266,2026-02-21,2028-05-03,Faulty
DEV01730,CUST02041,5G Router,Airtel,R287,SN66220718,2025-03-12,2028-04-10,Returned
DEV01731,CUST02900,Set Top Box,TP-Link,N538,SN55032770,2021-10-10,2028-02-22,Under Repair
DEV01732,CUST01875,Fiber ONT,Nokia,N516,SN54740824,2023-07-01,2029-04-20,Faulty
DEV01733,CUST00739,5G Router,Nokia,X847,SN77432105,2024-08-22,2028-07-14,In Stock
DEV01734,CUST00768,WiFi Modem,Cisco,X861,SN76914714,2024-02-14,2027-04-18,Faulty
DEV01735,CUST04540,Set Top Box,Cisco,R793,SN57436699,2021-12-07,2029-01-31,Under Repair
DEV01736,CUST01118,Set Top Box,Jio,X515,SN00137185,2023-05-01,2028-12-27,In Use
DEV01737,CUST01558,5G Router,Cisco,R819,SN69281236,2022-04-25,2027-07-17,Under Repair
DEV01738,CUST02827,WiFi Modem,Cisco,R272,SN09090304,2021-10-15,2026-10-19,Under Repair
DEV01739,CUST01844,WiFi Modem,Nokia,N959,SN43945807,2026-06-05,2027-09-08,In Stock
DEV01740,CUST04209,Fiber ONT,Cisco,R607,SN98561562,2024-11-23,2026-10-28,Returned
DEV01741,CUST01397,Fiber ONT,Nokia,N795,SN04370601,2022-12-15,2028-12-12,In Stock
DEV01742,CUST04417,Router,TP-Link,N594,SN33162394,2024-03-03,2029-03-04,Faulty
DEV01743,CUST02169,WiFi Modem,Cisco,R322,SN61755191,2025-11-08,2026-11-29,Faulty
DEV01744,CUST04224,Router,Jio,R158,SN07312379,2023-05-24,2026-10-17,Faulty
DEV01745,CUST00049,4G Dongle,Jio,N405,SN94324579,2023-11-16,2028-11-25,Faulty
DEV01746,CUST00878,Router,Netgear,A511,SN72100663,2025-05-23,2028-04-05,Faulty
DEV01747,CUST00073,Router,Airtel,R302,SN62656780,2022-08-28,2027-09-15,In Use
DEV01748,CUST04335,4G Dongle,Huawei,R226,SN32731728,2021-09-24,2028-03-17,Returned
DEV01749,CUST00057,WiFi Modem,TP-Link,A581,SN76130245,2022-10-19,2028-05-09,Returned
DEV01750,CUST03067,Fiber ONT,Netgear,R286,SN95953020,2025-04-19,2028-01-31,Under Repair
DEV01751,CUST02208,Router,Jio,R265,SN11011152,2024-04-16,2027-11-10,In Stock
DEV01752,CUST02898,5G Router,Airtel,X467,SN21830584,2024-10-03,2026-12-04,In Stock
DEV01753,CUST00907,WiFi Modem,TP-Link,X236,SN14270847,2023-08-09,2028-03-28,Returned
DEV01754,CUST03450,5G Router,Netgear,X264,SN49135727,2022-12-20,2027-10-02,In Stock
DEV01755,CUST03927,5G Router,TP-Link,X531,SN41436970,2026-03-13,2028-01-05,Returned
DEV01756,CUST04507,Set Top Box,Huawei,N869,SN99247089,2022-06-09,2028-05-04,Returned
DEV01757,CUST04112,5G Router,Airtel,A212,SN94270007,2022-02-02,2028-06-24,In Use
DEV01758,CUST00174,WiFi Modem,Huawei,N612,SN20840298,2022-07-04,2028-05-15,In Use
DEV01759,CUST01938,Router,Netgear,R711,SN82478583,2022-08-14,2026-10-30,In Use
DEV01760,CUST03559,Set Top Box,TP-Link,N597,SN78907102,2025-11-20,2028-03-19,In Use
DEV01761,CUST03514,WiFi Modem,Huawei,A355,SN90060609,2022-08-03,2029-04-01,Faulty
DEV01762,CUST00943,Fiber ONT,D-Link,R303,SN15391594,2024-10-26,2027-11-22,Returned
DEV01763,CUST00845,5G Router,Huawei,A975,SN75040692,2022-12-12,2029-06-08,Under Repair
DEV01764,CUST01219,WiFi Modem,Nokia,A510,SN95331250,2022-07-18,2027-03-29,In Use
DEV01765,CUST02244,WiFi Modem,Huawei,R118,SN97585480,2025-08-08,2027-10-14,Under Repair
DEV01766,CUST01636,Router,Cisco,R517,SN46714196,2022-11-10,2027-06-10,Under Repair
DEV01767,CUST02511,5G Router,D-Link,A444,SN76280502,2024-08-02,2028-12-10,Returned
DEV01768,CUST03926,Router,Airtel,X411,SN21700997,2022-10-13,2029-01-08,In Use
DEV01769,CUST02206,Fiber ONT,TP-Link,N828,SN99106580,2022-12-04,2028-02-21,Returned
DEV01770,CUST02024,Fiber ONT,Cisco,A141,SN10739400,2024-03-29,2027-06-18,In Use
DEV01771,CUST00428,5G Router,Netgear,A392,SN96345039,2024-05-15,2026-12-31,Returned
DEV01772,CUST02296,4G Dongle,Nokia,R289,SN42326045,2022-01-07,2027-11-23,Faulty
DEV01773,CUST04025,Fiber ONT,Netgear,N214,SN02159530,2024-10-13,2029-04-12,In Use
DEV01774,CUST00112,5G Router,Huawei,N469,SN49773276,2023-04-13,2029-01-12,Faulty
DEV01775,CUST04825,4G Dongle,Netgear,A765,SN97453934,2022-04-05,2028-05-24,Faulty
DEV01776,CUST01721,4G Dongle,Airtel,X208,SN39405591,2023-10-25,2027-09-15,In Stock
DEV01777,CUST04931,Router,Cisco,A297,SN33110780,2025-02-28,2027-01-30,Returned
DEV01778,CUST00809,Router,Netgear,N842,SN27914253,2026-04-16,2027-11-07,Returned
DEV01779,CUST01655,4G Dongle,Huawei,X230,SN83938110,2022-04-27,2029-02-12,In Stock
DEV01780,CUST03426,4G Dongle,TP-Link,N474,SN22623938,2025-12-16,2028-07-09,Returned
DEV01781,CUST00962,Set Top Box,Nokia,R529,SN97325056,2021-12-05,2027-09-01,Under Repair
DEV01782,CUST04128,Router,Huawei,N813,SN41320360,2023-03-21,2027-03-02,In Stock
DEV01783,CUST02373,Router,Cisco,A858,SN34646333,2026-03-30,2028-07-15,Returned
DEV01784,CUST04056,5G Router,Nokia,A548,SN92688283,2026-02-05,2028-11-24,Under Repair
DEV01785,CUST03147,4G Dongle,Airtel,R721,SN02494804,2024-07-23,2027-12-09,Faulty
DEV01786,CUST01696,WiFi Modem,Cisco,A685,SN39018509,2026-03-17,2027-06-22,In Stock
DEV01787,CUST04851,5G Router,Cisco,R615,SN91693853,2025-12-27,2028-12-04,Under Repair
DEV01788,CUST02121,Fiber ONT,D-Link,N825,SN05436673,2026-05-26,2029-03-17,Faulty
DEV01789,CUST04524,Router,Huawei,A146,SN54598669,2023-06-30,2027-03-02,Under Repair
DEV01790,CUST01952,Fiber ONT,Cisco,A384,SN91853341,2021-10-28,2028-06-21,In Stock
DEV01791,CUST02216,Router,D-Link,A647,SN34007589,2021-10-02,2027-03-28,In Use
DEV01792,CUST00012,5G Router,Netgear,N432,SN73407556,2024-02-10,2026-10-02,In Use
DEV01793,CUST04500,Fiber ONT,Huawei,R726,SN53901015,2022-07-29,2026-07-07,Faulty
DEV01794,CUST02660,Router,Cisco,N324,SN53567965,2023-11-06,2028-09-05,Faulty
DEV01795,CUST01448,Fiber ONT,Cisco,X839,SN18318555,2023-11-03,2027-10-06,Returned
DEV01796,CUST02109,5G Router,D-Link,R325,SN35942455,2024-07-04,2028-09-08,Faulty
DEV01797,CUST02202,WiFi Modem,Airtel,A556,SN12732744,2021-10-22,2027-09-29,In Stock
DEV01798,CUST03555,Fiber ONT,Huawei,R195,SN13143290,2025-10-29,2026-10-30,Returned
DEV01799,CUST01487,Set Top Box,Huawei,A293,SN23331266,2022-06-22,2029-05-18,Under Repair
DEV01800,CUST04019,5G Router,Huawei,N121,SN76141833,2024-04-20,2028-11-21,Faulty
DEV01801,CUST01335,WiFi Modem,Airtel,A171,SN58474322,2023-04-22,2028-08-25,In Stock
DEV01802,CUST00591,Set Top Box,D-Link,R760,SN76489019,2021-09-14,2028-10-27,Returned
DEV01803,CUST00822,5G Router,Huawei,X717,SN97327002,2026-01-16,2027-12-30,In Use
DEV01804,CUST03096,Set Top Box,Cisco,X946,SN32645813,2025-06-02,2028-06-26,In Use
DEV01805,CUST00359,WiFi Modem,D-Link,X374,SN34508156,2024-01-12,2027-04-26,In Stock
DEV01806,CUST04913,Router,Cisco,X655,SN34645458,2026-02-27,2027-01-14,Faulty
DEV01807,CUST00697,WiFi Modem,Huawei,R877,SN92641669,2023-07-18,2028-03-03,Under Repair
DEV01808,CUST03640,WiFi Modem,TP-Link,N590,SN89684741,2022-01-08,2029-01-24,In Stock
DEV01809,CUST01998,Router,TP-Link,X121,SN61222715,2023-10-23,2028-05-28,In Use
DEV01810,CUST00843,4G Dongle,TP-Link,X623,SN41733269,2026-06-14,2027-06-26,Returned
DEV01811,CUST01162,Router,D-Link,X332,SN57289397,2021-09-14,2029-01-05,Returned
DEV01812,CUST03158,WiFi Modem,Netgear,N331,SN97270180,2025-03-22,2026-08-13,Returned
DEV01813,CUST00921,Set Top Box,Huawei,X329,SN83547777,2025-06-17,2029-04-15,In Use
DEV01814,CUST02309,Fiber ONT,Nokia,N221,SN17039438,2021-10-06,2028-12-20,Faulty
DEV01815,CUST00695,Router,Huawei,A538,SN84792838,2025-07-28,2027-04-17,Under Repair
DEV01816,CUST02744,4G Dongle,Huawei,R253,SN45286282,2024-12-09,2026-09-23,Faulty
DEV01817,CUST02352,Fiber ONT,Nokia,N611,SN86132462,2022-02-10,2028-05-16,Faulty
DEV01818,CUST02175,5G Router,Nokia,X982,SN26885202,2025-08-28,2028-12-09,In Stock
DEV01819,CUST01201,Fiber ONT,Huawei,R557,SN16002343,2024-11-13,2026-12-27,Returned
DEV01820,CUST00552,Router,Airtel,N248,SN83092307,2026-04-17,2026-12-13,In Use
DEV01821,CUST02647,WiFi Modem,Huawei,R461,SN68548018,2023-03-14,2027-12-30,Faulty
DEV01822,CUST04049,Set Top Box,Jio,R716,SN34244809,2026-06-10,2029-06-08,Faulty
DEV01823,CUST01133,5G Router,D-Link,R528,SN79167365,2022-03-16,2028-12-25,Under Repair
DEV01824,CUST04073,4G Dongle,Jio,A493,SN19792475,2025-03-11,2029-02-03,In Use
DEV01825,CUST04760,5G Router,Airtel,A819,SN41359904,2022-11-12,2028-06-05,In Use
DEV01826,CUST01927,Fiber ONT,Cisco,A971,SN50727637,2024-09-20,2028-02-25,In Use
DEV01827,CUST02969,4G Dongle,Jio,A212,SN61041858,2024-01-21,2027-01-24,In Use
DEV01828,CUST02862,Fiber ONT,Huawei,N571,SN00292263,2025-07-17,2029-01-10,In Stock
DEV01829,CUST04518,Set Top Box,D-Link,A947,SN11326423,2024-01-12,2026-12-22,In Stock
DEV01830,CUST00458,5G Router,Huawei,X812,SN91625195,2026-05-14,2028-08-25,In Stock
DEV01831,CUST03093,5G Router,Cisco,R480,SN33526198,2023-03-03,2028-03-15,In Use
DEV01832,CUST00869,5G Router,Nokia,R957,SN04704327,2023-08-17,2026-07-21,Under Repair
DEV01833,CUST01296,Router,Huawei,N244,SN40378586,2023-08-06,2029-06-04,In Use
DEV01834,CUST02008,Router,Cisco,R253,SN36629650,2022-05-20,2028-03-20,In Stock
DEV01835,CUST03849,5G Router,Huawei,N581,SN65043575,2023-03-27,2027-08-07,Returned
DEV01836,CUST02764,Set Top Box,Cisco,N213,SN79859845,2022-07-24,2027-03-13,In Stock
DEV01837,CUST00492,5G Router,Cisco,A615,SN42319372,2023-10-07,2026-07-11,In Stock
DEV01838,CUST00090,Set Top Box,Airtel,R667,SN55572169,2023-06-23,2028-11-30,Faulty
DEV01839,CUST04687,4G Dongle,TP-Link,A533,SN58052781,2026-01-10,2028-06-16,In Stock
DEV01840,CUST02227,Router,Airtel,A860,SN38572841,2024-02-06,2027-06-01,In Stock
DEV01841,CUST03281,4G Dongle,Cisco,A501,SN62439570,2022-10-10,2027-06-16,In Stock
DEV01842,CUST04582,4G Dongle,Nokia,R588,SN92708228,2023-03-21,2027-10-11,Faulty
DEV01843,CUST03319,Set Top Box,Huawei,X922,SN02965679,2023-11-03,2026-07-28,Faulty
DEV01844,CUST03476,WiFi Modem,TP-Link,X206,SN59091180,2024-12-31,2028-02-24,In Use
DEV01845,CUST02972,4G Dongle,Netgear,X345,SN72553310,2023-08-08,2029-03-08,Faulty
DEV01846,CUST01334,4G Dongle,Nokia,X316,SN53620136,2022-04-27,2026-06-30,Under Repair
DEV01847,CUST00090,Fiber ONT,D-Link,A753,SN94860814,2025-01-02,2027-11-06,In Use
DEV01848,CUST01969,Fiber ONT,Nokia,X677,SN23277749,2025-08-24,2028-01-02,Returned
DEV01849,CUST00375,Router,Netgear,X416,SN28517430,2024-10-17,2027-10-31,In Use
DEV01850,CUST02922,Fiber ONT,Airtel,A422,SN51176575,2025-08-09,2029-05-17,Returned
DEV01851,CUST02916,WiFi Modem,Nokia,N517,SN47637597,2025-02-19,2029-03-21,Under Repair
DEV01852,CUST00828,4G Dongle,Huawei,X701,SN17635898,2022-05-14,2027-03-05,Returned
DEV01853,CUST03908,4G Dongle,Cisco,N265,SN56891107,2023-12-19,2027-08-14,In Stock
DEV01854,CUST03794,Router,Nokia,A320,SN61767899,2025-09-24,2028-03-04,In Stock
DEV01855,CUST01320,4G Dongle,Netgear,R904,SN32994818,2024-08-13,2029-01-27,In Stock
DEV01856,CUST02778,Fiber ONT,Netgear,R140,SN71068177,2021-07-17,2028-01-01,Returned
DEV01857,CUST01959,WiFi Modem,Nokia,A680,SN02042090,2026-05-03,2027-02-01,Returned
DEV01858,CUST00798,Router,Huawei,N660,SN50306845,2022-08-22,2027-06-29,In Use
DEV01859,CUST04088,Router,Jio,N273,SN50921905,2024-09-18,2029-01-06,Faulty
DEV01860,CUST01323,Router,TP-Link,N461,SN81025463,2024-05-09,2028-02-20,In Use
DEV01861,CUST00583,WiFi Modem,Jio,N584,SN70482417,2022-04-21,2028-10-09,Faulty
DEV01862,CUST03622,5G Router,Huawei,X682,SN35886052,2025-09-21,2027-02-22,Returned
DEV01863,CUST00325,Fiber ONT,TP-Link,R518,SN02566303,2021-07-07,2028-01-29,Under Repair
DEV01864,CUST01057,Set Top Box,Netgear,N482,SN97979016,2023-02-13,2027-07-30,In Use
DEV01865,CUST03385,4G Dongle,Jio,N998,SN59178670,2024-01-28,2028-11-05,In Use
DEV01866,CUST00468,5G Router,D-Link,X258,SN59374199,2025-08-16,2028-12-06,In Use
DEV01867,CUST02382,Set Top Box,Huawei,R974,SN16866634,2025-12-17,2028-06-29,In Use
DEV01868,CUST01828,Set Top Box,Jio,X457,SN16601901,2026-01-24,2028-05-28,Returned
DEV01869,CUST03838,5G Router,Jio,X187,SN10027865,2023-10-29,2028-02-12,In Stock
DEV01870,CUST00888,Set Top Box,Airtel,A511,SN73530115,2021-08-14,2029-02-18,Faulty
DEV01871,CUST00529,Fiber ONT,Netgear,R317,SN80512047,2021-08-14,2029-01-11,Returned
DEV01872,CUST00937,Fiber ONT,Jio,X658,SN74969442,2025-03-27,2028-01-08,In Stock
DEV01873,CUST03850,WiFi Modem,D-Link,N681,SN81490810,2022-12-10,2027-07-30,In Use
DEV01874,CUST04925,Set Top Box,Cisco,N908,SN02234586,2021-11-20,2027-12-22,Returned
DEV01875,CUST03879,WiFi Modem,Cisco,A988,SN88908437,2025-10-05,2027-09-26,In Use
DEV01876,CUST03465,Fiber ONT,TP-Link,A185,SN62019168,2026-05-31,2028-01-12,In Stock
DEV01877,CUST00568,Fiber ONT,Airtel,X405,SN93080833,2023-10-30,2026-11-25,Returned
DEV01878,CUST03439,4G Dongle,D-Link,N288,SN23397398,2025-11-10,2028-08-22,In Use
DEV01879,CUST00758,Set Top Box,Netgear,N268,SN32226552,2023-11-03,2029-03-15,In Stock
DEV01880,CUST02862,Set Top Box,Jio,R648,SN80217445,2021-08-12,2027-03-25,In Stock
DEV01881,CUST03579,Fiber ONT,Airtel,X674,SN02916086,2024-06-27,2028-05-04,Under Repair
DEV01882,CUST01627,Router,Huawei,N780,SN82622780,2024-09-14,2028-06-12,Faulty
DEV01883,CUST00117,WiFi Modem,Jio,A611,SN16224228,2021-08-19,2026-09-13,Faulty
DEV01884,CUST00931,5G Router,Airtel,N633,SN88186148,2022-12-19,2026-07-01,In Use
DEV01885,CUST03691,WiFi Modem,Jio,X137,SN82675183,2021-07-31,2029-03-26,In Stock
DEV01886,CUST01538,Set Top Box,Huawei,R321,SN96821464,2021-12-25,2029-03-28,Faulty
DEV01887,CUST01719,WiFi Modem,Cisco,N933,SN79477849,2021-11-19,2029-01-17,Faulty
DEV01888,CUST00133,Fiber ONT,TP-Link,X816,SN95414483,2024-09-04,2028-11-18,Returned
DEV01889,CUST03736,Set Top Box,Airtel,N460,SN12286000,2026-04-13,2028-04-07,Under Repair
DEV01890,CUST03489,4G Dongle,Netgear,X280,SN30941212,2025-08-06,2027-03-17,Returned
DEV01891,CUST03510,Fiber ONT,Huawei,A655,SN98082722,2024-12-11,2029-01-06,Returned
DEV01892,CUST03126,Fiber ONT,Airtel,N818,SN66976847,2025-09-26,2028-06-22,Under Repair
DEV01893,CUST00813,Router,Nokia,X765,SN75542101,2024-07-14,2026-07-12,In Use
DEV01894,CUST03370,Router,Jio,X748,SN32562230,2024-09-19,2027-03-21,Returned
DEV01895,CUST04124,4G Dongle,Cisco,N972,SN13739644,2025-10-23,2028-03-05,Returned
DEV01896,CUST01736,WiFi Modem,Jio,R217,SN99258146,2024-06-07,2027-08-27,In Stock
DEV01897,CUST03847,Router,Netgear,R522,SN40912125,2021-09-26,2028-09-09,Returned
DEV01898,CUST00063,Fiber ONT,D-Link,N374,SN71874464,2025-12-02,2027-03-22,Faulty
DEV01899,CUST02519,Set Top Box,D-Link,X524,SN54159087,2023-12-06,2027-12-25,In Use
DEV01900,CUST00128,Router,Huawei,N960,SN72931559,2021-07-15,2027-06-12,Under Repair
DEV01901,CUST04915,Fiber ONT,Netgear,A685,SN64796074,2024-06-10,2028-09-04,Returned
DEV01902,CUST01982,4G Dongle,Airtel,A731,SN96494659,2022-07-04,2028-11-18,Returned
DEV01903,CUST00423,4G Dongle,Airtel,A751,SN70722241,2023-05-08,2028-03-10,Returned
DEV01904,CUST01424,Set Top Box,Netgear,A547,SN06180233,2025-04-10,2027-02-24,In Stock
DEV01905,CUST00816,5G Router,Huawei,X746,SN26891864,2026-05-22,2028-06-30,Under Repair
DEV01906,CUST03212,5G Router,TP-Link,A430,SN59540960,2024-02-24,2029-04-19,In Stock
DEV01907,CUST00764,Router,Cisco,R111,SN47973370,2024-01-08,2028-02-08,Under Repair
DEV01908,CUST01254,Router,Nokia,R125,SN16410797,2022-05-08,2026-08-05,In Stock
DEV01909,CUST03717,5G Router,Netgear,A345,SN13420242,2021-11-19,2028-02-26,In Stock
DEV01910,CUST02433,WiFi Modem,D-Link,R888,SN17551442,2025-05-25,2026-07-07,Faulty
